"position","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
0.484354,73,41,71,30,-87,347,83,76,63,66,54
0.485742,72.5,40.5,70.5,29.5,-73.25,386,83.75,76,62.5,66.25,54
0.487131,72,40,70,29,-59.5,425,84.5,76,62,66.5,54
0.48852,71.5,39.5,69.5,28.5,-45.75,464,85.25,76,61.5,66.75,54
0.489909,71,39,69,28,-32,503,86,76,61,67,54
0.491289,71.5,39,69.25,28.5,-24,569.5,85.75,76.5,61.75,66.5,53.5
0.492668,72,39,69.5,29,-16,636,85.5,77,62.5,66,53
0.494047,72.5,39,69.75,29.5,-8,702.5,85.25,77.5,63.25,65.5,52.5
0.495427,73,39,70,30,0,769,85,78,64,65,52
0.496798,73,39.25,70,30.5,5.5,886.5,85.5,78,63.75,65.75,52
0.498169,73,39.5,70,31,11,1004,86,78,63.5,66.5,52
0.499539,73,39.75,70,31.5,16.5,1121.5,86.5,78,63.25,67.25,52
0.50091,73,40,70,32,22,1239,87,78,63,68,52
0.50228,73,39.75,70,31.75,26,1440.25,88,77.5,63.25,67.75,52
0.503651,73,39.5,70,31.5,30,1641.5,89,77,63.5,67.5,52
0.505022,73,39.25,70,31.25,34,1842.75,90,76.5,63.75,67.25,52
0.506392,73,39,70,31,38,2044,91,76,64,67,52
0.507781,73.5,38.75,70,30.5,40.25,2355,91.25,76.25,64,66.75,51.5
0.50917,74,38.5,70,30,42.5,2666,91.5,76.5,64,66.5,51
0.510559,74.5,38.25,70,29.5,44.75,2977,91.75,76.75,64,66.25,50.5
0.511947,75,38,70,29,47,3288,92,77,64,66,50
0.513345,74.75,38.25,70,29.5,49,3567,92.75,76.5,63.25,66,50.75
0.514743,74.5,38.5,70,30,51,3846,93.5,76,62.5,66,51.5
0.516141,74.25,38.75,70,30.5,53,4125,94.25,75.5,61.75,66,52.25
0.517538,74,39,70,31,55,4404,95,75,61,66,53
0.518927,73.75,39,70,31,56.5,4120.5,95.5,75.5,61,66.25,53
0.520315,73.5,39,70,31,58,3837,96,76,61,66.5,53
0.521703,73.25,39,70,31,59.5,3553.5,96.5,76.5,61,66.75,53
0.523092,73,39,70,31,61,3270,97,77,61,67,53
0.524481,73,39.25,70,31.25,61.75,2248.5,98,77.25,61.25,66.75,53.25
0.525869,73,39.5,70,31.5,62.5,1227,99,77.5,61.5,66.5,53.5
0.527258,73,39.75,70,31.75,63.25,205.5,100,77.75,61.75,66.25,53.75
0.528647,73,40,70,32,64,-816,101,78,62,66,54
0.530035,73.25,40.25,69.75,31.5,64.25,-1643.25,102.75,77.5,61.75,66.25,53.75
0.531424,73.5,40.5,69.5,31,64.5,-2470.5,104.5,77,61.5,66.5,53.5
0.532813,73.75,40.75,69.25,30.5,64.75,-3297.75,106.25,76.5,61.25,66.75,53.25
0.534202,74,41,69,30,65,-4125,108,76,61,67,53
0.536907,74,40.5,69.75,30.25,65.5,-3714.25,112,76.75,61.5,67.25,53
0.539612,74,40,70.5,30.5,66,-3303.5,116,77.5,62,67.5,53
0.542317,74,39.5,71.25,30.75,66.5,-2892.75,120,78.25,62.5,67.75,53
0.545022,74,39,72,31,67,-2482,124,79,63,68,53
0.546555,73.75,39.25,72,31,67.75,-2188.75,128.75,79,63.5,67.5,53.5
0.548088,73.5,39.5,72,31,68.5,-1895.5,133.5,79,64,67,54
0.549621,73.25,39.75,72,31,69.25,-1602.25,138.25,79,64.5,66.5,54.5
0.551154,73,40,72,31,70,-1309,143,79,65,66,55
0.552543,72.5,40,71.5,31.5,70.5,-1162.5,149.5,79,64.25,66.25,54.5
0.553932,72,40,71,32,71,-1016,156,79,63.5,66.5,54
0.55532,71.5,40,70.5,32.5,71.5,-869.5,162.5,79,62.75,66.75,53.5
0.556709,71,40,70,33,72,-723,169,79,62,67,53
0.558115,71.5,39.75,69.75,32.25,71.75,-642.75,177.75,79,62,66.75,53.5
0.559522,72,39.5,69.5,31.5,71.5,-562.5,186.5,79,62,66.5,54
0.560929,72.5,39.25,69.25,30.75,71.25,-482.25,195.25,79,62,66.25,54.5
0.562336,73,39,69,30,71,-402,204,79,62,66,55
0.563751,72.75,39,69,31,70.5,-356.75,217.75,79.25,62.5,66.25,54.25
0.565167,72.5,39,69,32,70,-311.5,231.5,79.5,63,66.5,53.5
0.566582,72.25,39,69,33,69.5,-266.25,245.25,79.75,63.5,66.75,52.75
0.567998,72,39,69,34,69,-221,259,80,64,67,52
0.569422,71.75,39,69,34,69.75,-195.75,282.25,80,63.75,67,52.75
0.570847,71.5,39,69,34,70.5,-170.5,305.5,80,63.5,67,53.5
0.572272,71.25,39,69,34,71.25,-145.25,328.75,80,63.25,67,54.25
0.573697,71,39,69,34,72,-120,352,80,63,67,55
0.575103,71.75,39.25,69.25,33.75,72.25,-105,389.75,80.5,63,66.5,55
0.57651,72.5,39.5,69.5,33.5,72.5,-90,427.5,81,63,66,55
0.577917,73.25,39.75,69.75,33.25,72.75,-75,465.25,81.5,63,65.5,55
0.579324,74,40,70,33,73,-60,503,82,63,65,55
0.580731,73.75,40,70.5,32.5,73,-50.75,567.75,82.5,63,65.5,54.75
0.582137,73.5,40,71,32,73,-41.5,632.5,83,63,66,54.5
0.583544,73.25,40,71.5,31.5,73,-32.25,697.25,83.5,63,66.5,54.25
0.584951,73,40,72,31,73,-23,762,84,63,67,54
0.586358,73.5,40.25,71.25,31.5,73,-17.25,876.25,83.75,63.5,67.25,53.75
0.587765,74,40.5,70.5,32,73,-11.5,990.5,83.5,64,67.5,53.5
0.589171,74.5,40.75,69.75,32.5,73,-5.75,1104.75,83.25,64.5,67.75,53.25
0.590578,75,41,69,33,73,0,1219,83,65,68,53
0.592012,74.25,40.75,69.75,33.25,73.25,4,1423,83.5,64.5,67.75,53
0.593446,73.5,40.5,70.5,33.5,73.5,8,1627,84,64,67.5,53
0.59488,72.75,40.25,71.25,33.75,73.75,12,1831,84.5,63.5,67.25,53
0.596313,72,40,72,34,74,16,2035,85,63,67,53
0.597486,72,39.5,71.5,33.5,73.75,18,2343.25,85.75,63.25,67.5,52.5
0.598658,72,39,71,33,73.5,20,2651.5,86.5,63.5,68,52
0.59983,72,38.5,70.5,32.5,73.25,22,2959.75,87.25,63.75,68.5,51.5
0.601003,72,38,70,32,73,24,3268,88,64,69,51
0.601228,72,38,70,32,73,24,3267.5,88.25,64,68.75,51
0.601452,72,38,70,32,73,24,3267,88.5,64,68.5,51
0.601677,72,38,70,32,73,24,3266.5,88.75,64,68.25,51
0.601902,72,38,70,32,73,24,3266,89,64,68,51
0.6033,72.25,38,70.25,32,73.5,25.75,3540.75,89.75,64,67.75,51.5
0.604698,72.5,38,70.5,32,74,27.5,3815.5,90.5,64,67.5,52
0.606096,72.75,38,70.75,32,74.5,29.25,4090.25,91.25,64,67.25,52.5
0.607494,73,38,71,32,75,31,4365,92,64,67,53
0.608882,72.5,38.25,71,31.5,74.5,32.25,4088.5,93,63.5,67.5,52.75
0.610271,72,38.5,71,31,74,33.5,3812,94,63,68,52.5
0.61166,71.5,38.75,71,30.5,73.5,34.75,3535.5,95,62.5,68.5,52.25
0.613049,71,39,71,30,73,36,3259,96,62,69,52
0.614446,71.5,39.25,70.75,30.75,73,36.75,2228.75,97,62,68.75,52.5
0.615844,72,39.5,70.5,31.5,73,37.5,1198.5,98,62,68.5,53
0.617241,72.5,39.75,70.25,32.25,73,38.25,168.25,99,62,68.25,53.5
0.618639,73,40,70,33,73,39,-862,100,62,68,54
0.620028,73,39.75,70.25,32.75,72.75,40,-1695.75,100.75,62.75,68.25,54
0.621417,73,39.5,70.5,32.5,72.5,41,-2529.5,101.5,63.5,68.5,54
0.622806,73,39.25,70.75,32.25,72.25,42,-3363.25,102.25,64.25,68.75,54
0.624194,73,39,71,32,72,43,-4197,103,65,69,54
0.625592,73.5,39.5,70.75,32,72.25,42.5,-4188,104.75,65,68.5,53.75
0.62699,74,40,70.5,32,72.5,42,-4179,106.5,65,68,53.5
0.628388,74.5,40.5,70.25,32,72.75,41.5,-4170,108.25,65,67.5,53.25
0.629785,75,41,70,32,73,41,-4161,110,65,67,53
0.631174,74.5,40.5,69.75,32.5,73.25,42,-3789.75,112.5,65.25,66.75,52.75
0.632562,74,40,69.5,33,73.5,43,-3418.5,115,65.5,66.5,52.5
0.63395,73.5,39.5,69.25,33.5,73.75,44,-3047.25,117.5,65.75,66.25,52.25
0.635339,73,39,69,34,74,45,-2676,120,66,66,52
0.636737,73.25,39,69,33.5,73.75,45.75,-2381.5,123.25,65.25,66.25,52.25
0.638135,73.5,39,69,33,73.5,46.5,-2087,126.5,64.5,66.5,52.5
0.639533,73.75,39,69,32.5,73.25,47.25,-1792.5,129.75,63.75,66.75,52.75
0.64093,74,39,69,32,73,48,-1498,133,63,67,53
0.642327,73.25,39.25,69.25,32,73,47.5,-1326.5,138,63.5,67.5,53.25
0.643725,72.5,39.5,69.5,32,73,47,-1155,143,64,68,53.5
0.645123,71.75,39.75,69.75,32,73,46.5,-983.5,148,64.5,68.5,53.75
0.646521,71,40,70,32,73,46,-812,153,65,69,54
0.647927,71.75,39.75,69.75,31.75,73,47,-718.5,161.5,65.25,68.5,54
0.649334,72.5,39.5,69.5,31.5,73,48,-625,170,65.5,68,54
0.650741,73.25,39.25,69.25,31.25,73,49,-531.5,178.5,65.75,67.5,54
0.652148,74,39,69,31,73,50,-438,187,66,67,54
0.653536,74,39.25,68.75,31.25,73,49.75,-387.5,197.25,66.25,66.75,53.5
0.654925,74,39.5,68.5,31.5,73,49.5,-337,207.5,66.5,66.5,53
0.656313,74,39.75,68.25,31.75,73,49.25,-286.5,217.75,66.75,66.25,52.5
0.657702,74,40,68,32,73,49,-236,228,67,66,52
0.659099,73.25,39.75,68.75,31.75,73,49.25,-207,247,66.5,66.25,52.5
0.660497,72.5,39.5,69.5,31.5,73,49.5,-178,266,66,66.5,53
0.661895,71.75,39.25,70.25,31.25,73,49.75,-149,285,65.5,66.75,53.5
0.663293,71,39,71,31,73,50,-120,304,65,67,54
0.664691,72,39.25,71,31.25,72.75,49.5,-103,333.25,66.25,67.25,54
0.666089,73,39.5,71,31.5,72.5,49,-86,362.5,67.5,67.5,54
0.667487,74,39.75,71,31.75,72.25,48.5,-69,391.75,68.75,67.75,54
0.668884,75,40,71,32,72,48,-52,421,70,68,54
0.670281,74.5,39.75,71,31.5,72,48,-41.5,471.5,70,67.75,53.75
0.671679,74,39.5,71,31,72,48,-31,522,70,67.5,53.5
0.673077,73.5,39.25,71,30.5,72,48,-20.5,572.5,70,67.25,53.25
0.674474,73,39,71,30,72,48,-10,623,70,67,53
0.675881,73,39.25,71,30,72,48.75,-4,711,70.25,66.5,53.25
0.677288,73,39.5,71,30,72,49.5,2,799,70.5,66,53.5
0.678694,73,39.75,71,30,72,50.25,8,887,70.75,65.5,53.75
0.680101,73,40,71,30,72,51,14,975,71,65,54
0.681516,73,40,70.75,30.5,72.25,50.5,18.25,1131.5,71,65.5,54.25
0.682932,73,40,70.5,31,72.5,50,22.5,1288,71,66,54.5
0.684348,73,40,70.25,31.5,72.75,49.5,26.75,1444.5,71,66.5,54.75
0.685764,73,40,70,32,73,49,31,1601,71,67,55
0.687188,73.25,40,70.5,31.75,73,49.25,33.25,1866.75,72,67.25,54.5
0.688613,73.5,40,71,31.5,73,49.5,35.5,2132.5,73,67.5,54
0.690038,73.75,40,71.5,31.25,73,49.75,37.75,2398.25,74,67.75,53.5
0.691463,74,40,72,31,73,50,40,2664,75,68,53
0.692888,74.25,39.75,71.75,31,73,50.25,42,3013,75.25,68,53
0.694312,74.5,39.5,71.5,31,73,50.5,44,3362,75.5,68,53
0.695737,74.75,39.25,71.25,31,73,50.75,46,3711,75.75,68,53
0.697162,75,39,71,31,73,51,48,4060,76,68,53
0.698587,74.25,39.5,70.75,31,72.75,50.75,49.75,4119.75,77,68,53.25
0.700012,73.5,40,70.5,31,72.5,50.5,51.5,4179.5,78,68,53.5
0.701437,72.75,40.5,70.25,31,72.25,50.25,53.25,4239.25,79,68,53.75
0.702861,72,41,70,31,72,50,55,4299,80,68,54
0.704304,71.75,40.25,70.25,31.25,72.5,50,55.75,3506.75,81.75,67.75,53.5
0.705747,71.5,39.5,70.5,31.5,73,50,56.5,2714.5,83.5,67.5,53
0.70719,71.25,38.75,70.75,31.75,73.5,50,57.25,1922.25,85.25,67.25,52.5
0.708632,71,38,71,32,74,50,58,1130,87,67,52
0.710066,71,38.5,71,32.25,74,50,58.75,33.25,87.5,67.5,52.25
0.711499,71,39,71,32.5,74,50,59.5,-1063.5,88,68,52.5
0.712933,71,39.5,71,32.75,74,50,60.25,-2160.25,88.5,68.5,52.75
0.714367,71,40,71,33,74,50,61,-3257,89,69,53
0.715809,71.25,39.5,70.75,33.25,73.75,50.25,61.75,-3569.25,90.25,69,52.75
0.717252,71.5,39,70.5,33.5,73.5,50.5,62.5,-3881.5,91.5,69,52.5
0.718695,71.75,38.5,70.25,33.75,73.25,50.75,63.25,-4193.75,92.75,69,52.25
0.720138,72,38,70,34,73,51,64,-4506,94,69,52
0.721562,72.25,38.5,70,33.25,73,51,64,-4180.5,96.75,69,52.5
0.722987,72.5,39,70,32.5,73,51,64,-3855,99.5,69,53
0.724412,72.75,39.5,70,31.75,73,51,64,-3529.5,102.25,69,53.5
0.725837,73,40,70,31,73,51,64,-3204,105,69,54
0.727279,73.25,39.75,69.25,31.5,73.5,50.75,64.75,-2857.25,108.25,69,54
0.728722,73.5,39.5,68.5,32,74,50.5,65.5,-2510.5,111.5,69,54
0.730165,73.75,39.25,67.75,32.5,74.5,50.25,66.25,-2163.75,114.75,69,54
0.731608,74,39,67,33,75,50,67,-1817,118,69,54
0.733032,73.75,39.25,67.75,32.75,74.75,50.25,67,-1607.75,123,69,53.75
0.734457,73.5,39.5,68.5,32.5,74.5,50.5,67,-1398.5,128,69,53.5
0.735882,73.25,39.75,69.25,32.25,74.25,50.75,67,-1189.25,133,69,53.25
0.737307,73,40,70,32,74,51,67,-980,138,69,53
0.738714,72.5,40,69.5,32,73.5,51.25,67.25,-868,146,69.25,53.25
0.74012,72,40,69,32,73,51.5,67.5,-756,154,69.5,53.5
0.741527,71.5,40,68.5,32,72.5,51.75,67.75,-644,162,69.75,53.75
0.742934,71,40,68,32,72,52,68,-532,170,70,54
0.744341,71.75,39.5,68.75,32,72.75,51.75,68,-470.25,181.25,70.5,54.25
0.745747,72.5,39,69.5,32,73.5,51.5,68,-408.5,192.5,71,54.5
0.747154,73.25,38.5,70.25,32,74.25,51.25,68,-346.75,203.75,71.5,54.75
0.74856,74,38,71,32,75,51,68,-285,215,72,55
0.749931,73.25,38.25,70.75,32.25,74.5,51,68.5,-251.75,232.5,71.5,54.25
0.751302,72.5,38.5,70.5,32.5,74,51,69,-218.5,250,71,53.5
0.752673,71.75,38.75,70.25,32.75,73.5,51,69.5,-185.25,267.5,70.5,52.75
0.754043,71,39,70,33,73,51,70,-152,285,70,52
0.755413,71,39.25,69.75,32.75,73.5,50.25,70,-132.5,313.25,71,52.5
0.756784,71,39.5,69.5,32.5,74,49.5,70,-113,341.5,72,53
0.758155,71,39.75,69.25,32.25,74.5,48.75,70,-93.5,369.75,73,53.5
0.759525,71,40,69,32,75,48,70,-74,398,74,54
0.760914,71.5,40,69.25,32.25,74.75,48.75,69.75,-61.5,445.25,74.25,53.5
0.762302,72,40,69.5,32.5,74.5,49.5,69.5,-49,492.5,74.5,53
0.763691,72.5,40,69.75,32.75,74.25,50.25,69.25,-36.5,539.75,74.75,52.5
0.76508,73,40,70,33,74,51,69,-24,587,75,52
0.76645,73.25,40,70.25,33,73.5,50.75,69.75,-16.25,668.25,75.5,52.75
0.767821,73.5,40,70.5,33,73,50.5,70.5,-8.5,749.5,76,53.5
0.769192,73.75,40,70.75,33,72.5,50.25,71.25,-0.75,830.75,76.5,54.25
0.770563,74,40,71,33,72,50,72,7,912,77,55
0.771934,73.5,39.75,70.75,32.75,72,49.75,71.5,11.25,1051.25,77.25,54.75
0.773304,73,39.5,70.5,32.5,72,49.5,71,15.5,1190.5,77.5,54.5
0.774674,72.5,39.25,70.25,32.25,72,49.25,70.5,19.75,1329.75,77.75,54.25
0.776045,72,39,70,32,72,49,70,24,1469,78,54
0.777433,72.25,39,70,32.5,72.5,49.5,70,27.25,1705.75,78.25,54.25
0.778822,72.5,39,70,33,73,50,70,30.5,1942.5,78.5,54.5
0.780211,72.75,39,70,33.5,73.5,50.5,70,33.75,2179.25,78.75,54.75
0.7816,73,39,70,34,74,51,70,37,2416,79,55
0.783006,72.75,39.25,70,33.5,73.75,50.75,69.75,39,2741.25,79.5,55
0.784413,72.5,39.5,70,33,73.5,50.5,69.5,41,3066.5,80,55
0.78582,72.25,39.75,70,32.5,73.25,50.25,69.25,43,3391.75,80.5,55
0.787226,72,40,70,32,73,50,69,45,3717,81,55
0.788623,72.75,40.25,69.75,32,73,50.25,69.75,46.25,3851.25,81,55
0.790021,73.5,40.5,69.5,32,73,50.5,70.5,47.5,3985.5,81,55
0.791419,74.25,40.75,69.25,32,73,50.75,71.25,48.75,4119.75,81,55
0.792817,75,41,69,32,73,51,72,50,4254,81,55
0.794332,74,40.5,68.75,32.25,72.75,51,71.5,51.75,3596.25,83,54.75
0.795847,73,40,68.5,32.5,72.5,51,71,53.5,2938.5,85,54.5
0.797362,72,39.5,68.25,32.75,72.25,51,70.5,55.25,2280.75,87,54.25
0.798877,71,39,68,33,72,51,70,57,1623,89,54
0.800319,72,39.5,68.75,33,72,50.75,70.5,58,570.5,89.75,54.5
0.801762,73,40,69.5,33,72,50.5,71,59,-482,90.5,55
0.803205,74,40.5,70.25,33,72,50.25,71.5,60,-1534.5,91.25,55.5
0.804648,75,41,71,33,72,50,72,61,-2587,92,56
0.806099,74.75,40.5,70.25,33.25,72.25,50,71.25,61.5,-2982.25,93.75,56.25
0.807551,74.5,40,69.5,33.5,72.5,50,70.5,62,-3377.5,95.5,56.5
0.809003,74.25,39.5,68.75,33.75,72.75,50,69.75,62.5,-3772.75,97.25,56.75
0.810455,74,39,68,34,73,50,69,63,-4168,99,57
0.811988,73.75,39.5,68.5,33.25,72.75,50.25,69.75,63.75,-3880.5,101,57.25
0.813521,73.5,40,69,32.5,72.5,50.5,70.5,64.5,-3593,103,57.5
0.815054,73.25,40.5,69.5,31.75,72.25,50.75,71.25,65.25,-3305.5,105,57.75
0.816587,73,41,70,31,72,51,72,66,-3018,107,58
0.818084,72.5,40.75,70.25,31.25,72,51,71.25,66.25,-2691,110.5,57.75
0.819581,72,40.5,70.5,31.5,72,51,70.5,66.5,-2364,114,57.5
0.821078,71.5,40.25,70.75,31.75,72,51,69.75,66.75,-2037,117.5,57.25
0.822574,71,40,71,32,72,51,69,67,-1710,121,57
0.82399,71,39.75,70.75,32,72.25,50.25,69,67,-1518,126,57
0.825406,71,39.5,70.5,32,72.5,49.5,69,67,-1326,131,57
0.826821,71,39.25,70.25,32,72.75,48.75,69,67,-1134,136,57
0.828237,71,39,70,32,73,48,69,67,-942,141,57
0.829662,71.25,39.5,69.75,31.75,73.5,48.75,69.75,66.5,-834.75,149,56.5
0.831087,71.5,40,69.5,31.5,74,49.5,70.5,66,-727.5,157,56
0.832512,71.75,40.5,69.25,31.25,74.5,50.25,71.25,65.5,-620.25,165,55.5
0.833936,72,41,69,31,75,51,72,65,-513,173,55
0.83537,72.25,40.75,69,31,74.25,50.75,71.25,65.75,-454.25,184.5,55.25
0.836804,72.5,40.5,69,31,73.5,50.5,70.5,66.5,-395.5,196,55.5
0.838237,72.75,40.25,69,31,72.75,50.25,69.75,67.25,-336.75,207.5,55.75
0.839671,73,40,69,31,72,50,69,68,-278,219,56
0.841096,73,40.25,69,31.25,72,51,69.5,68,-245,237.25,56.5
0.842521,73,40.5,69,31.5,72,52,70,68,-212,255.5,57
0.843946,73,40.75,69,31.75,72,53,70.5,68,-179,273.75,57.5
0.84537,73,41,69,32,72,54,71,68,-146,292,58
0.846794,73.25,41,69.25,31.75,72,53.25,70.75,68.25,-127.25,322.75,58.5
0.848219,73.5,41,69.5,31.5,72,52.5,70.5,68.5,-108.5,353.5,59
0.849644,73.75,41,69.75,31.25,72,51.75,70.25,68.75,-89.75,384.25,59.5
0.851069,74,41,70,31,72,51,70,69,-71,415,60
0.852484,73.5,40.75,70,31.25,72.25,51,70.25,69.25,-59.25,464.5,60.25
0.8539,73,40.5,70,31.5,72.5,51,70.5,69.5,-47.5,514,60.5
0.855316,72.5,40.25,70,31.75,72.75,51,70.75,69.75,-35.75,563.5,60.75
0.856732,72,40,70,32,73,51,71,70,-24,613,61
0.858166,71.75,39.75,70.25,32.25,73.25,51.5,70.75,70.25,-17.25,702.5,60.75
0.8596,71.5,39.5,70.5,32.5,73.5,52,70.5,70.5,-10.5,792,60.5
0.861034,71.25,39.25,70.75,32.75,73.75,52.5,70.25,70.75,-3.75,881.5,60.25
0.862467,71,39,71,33,74,53,70,71,3,971,60
0.863882,70.75,39,71.5,33,73.75,52,70,71,7.5,1127.25,60.75
0.865298,70.5,39,72,33,73.5,51,70,71,12,1283.5,61.5
0.866714,70.25,39,72.5,33,73.25,50,70,71,16.5,1439.75,62.25
0.86813,70,39,73,33,73,49,70,71,21,1596,63
0.869545,70,39.5,72.25,33,73.5,49.25,70.5,71.5,24,1863.75,63
0.870961,70,40,71.5,33,74,49.5,71,72,27,2131.5,63
0.872376,70,40.5,70.75,33,74.5,49.75,71.5,72.5,30,2399.25,63
0.873792,70,41,70,33,75,50,72,73,33,2667,63
0.875198,70.25,40.75,70,33,75,49.75,71.75,72,35,3003,64
0.876605,70.5,40.5,70,33,75,49.5,71.5,71,37,3339,65
0.878012,70.75,40.25,70,33,75,49.25,71.25,70,39,3675,66
0.879419,71,40,70,33,75,49,71,69,41,4011,67
0.880826,71.75,40.75,70.75,33,74,49.5,71.25,69.5,42.75,4059.75,67.75
0.882232,72.5,41.5,71.5,33,73,50,71.5,70,44.5,4108.5,68.5
0.883639,73.25,42.25,72.25,33,72,50.5,71.75,70.5,46.25,4157.25,69.25
0.885046,74,43,73,33,71,51,72,71,48,4206,70
0.886443,73.25,42,72.75,33,71.25,51.25,71.75,71.5,48.25,3454.75,71
0.887841,72.5,41,72.5,33,71.5,51.5,71.5,72,48.5,2703.5,72
0.889239,71.75,40,72.25,33,71.75,51.75,71.25,72.5,48.75,1952.25,73
0.890637,71,39,72,33,72,52,71,73,49,1201,74
0.892043,71.5,39.75,71.75,33,73,52,71,72,50.75,134.25,75.25
0.89345,72,40.5,71.5,33,74,52,71,71,52.5,-932.5,76.5
0.894856,72.5,41.25,71.25,33,75,52,71,70,54.25,-1999.25,77.75
0.896263,73,42,71,33,76,52,71,69,56,-3066,79
0.89767,72.75,42,71,33.5,75.5,51.75,71.25,69,56,-3416.75,80.5
0.899077,72.5,42,71,34,75,51.5,71.5,69,56,-3767.5,82
0.900483,72.25,42,71,34.5,74.5,51.25,71.75,69,56,-4118.25,83.5
0.90189,72,42,71,35,74,51,72,69,56,-4469,85
0.903315,71.5,41.75,70.75,34,73.5,51,71.5,69.25,57,-4166.25,86.5
0.90474,71,41.5,70.5,33,73,51,71,69.5,58,-3863.5,88
0.906165,70.5,41.25,70.25,32,72.5,51,70.5,69.75,59,-3560.75,89.5
0.907589,70,41,70,31,72,51,70,70,60,-3258,91
0.909023,70.25,40.5,70.5,31.25,72.25,51.75,70,70,60,-2892.5,94.25
0.910457,70.5,40,71,31.5,72.5,52.5,70,70,60,-2527,97.5
0.91189,70.75,39.5,71.5,31.75,72.75,53.25,70,70,60,-2161.5,100.75
0.913324,71,39,72,32,73,54,70,70,60,-1796,104
0.914713,70.75,39.25,71.75,32.25,72.75,53.25,69.75,70,60.25,-1584.5,109
0.916102,70.5,39.5,71.5,32.5,72.5,52.5,69.5,70,60.5,-1373,114
0.91749,70.25,39.75,71.25,32.75,72.25,51.75,69.25,70,60.75,-1161.5,119
0.918879,70,40,71,33,72,51,69,70,61,-950,124
0.920258,70.75,40.25,71.5,33.25,72,51,69.5,70.25,61,-839,131.5
0.921638,71.5,40.5,72,33.5,72,51,70,70.5,61,-728,139
0.923018,72.25,40.75,72.5,33.75,72,51,70.5,70.75,61,-617,146.5
0.924397,73,41,73,34,72,51,71,71,61,-506,154
0.925777,72.5,40.75,72.5,33.5,72.25,51,70.75,70.75,61,-445.75,165
0.927156,72,40.5,72,33,72.5,51,70.5,70.5,61,-385.5,176
0.928536,71.5,40.25,71.5,32.5,72.75,51,70.25,70.25,61,-325.25,187
0.929916,71,40,71,32,73,51,70,70,61,-265,198
0.931286,71.25,40.25,71.25,32.25,72.75,50.75,70,70,61.75,-233.5,215.75
0.932657,71.5,40.5,71.5,32.5,72.5,50.5,70,70,62.5,-202,233.5
0.934028,71.75,40.75,71.75,32.75,72.25,50.25,70,70,63.25,-170.5,251.25
0.935398,72,41,72,33,72,50,70,70,64,-139,269
0.93676,71.25,40.75,71.75,33,72.25,50,69.75,70.25,64,-120.25,297.5
0.938122,70.5,40.5,71.5,33,72.5,50,69.5,70.5,64,-101.5,326
0.939484,69.75,40.25,71.25,33,72.75,50,69.25,70.75,64,-82.75,354.5
0.940845,69,40,71,33,73,50,69,71,64,-64,383
0.942198,70,39.75,70.75,32.75,73.25,50.5,69.5,70.5,63,-53,432.5
0.94355,71,39.5,70.5,32.5,73.5,51,70,70,62,-42,482
0.944902,72,39.25,70.25,32.25,73.75,51.5,70.5,69.5,61,-31,531.5
0.946255,73,39,70,32,74,52,71,69,60,-20,581
0.94768,72.5,39.5,71,32.25,73.5,51.75,70.75,70,61,-13.5,675
0.949105,72,40,72,32.5,73,51.5,70.5,71,62,-7,769
0.95053,71.5,40.5,73,32.75,72.5,51.25,70.25,72,63,-0.5,863
0.951954,71,41,74,33,72,51,70,73,64,6,957
0.953351,71.25,40.75,73.25,32.75,72,51,70,72.25,64,11.25,1123.5
0.954749,71.5,40.5,72.5,32.5,72,51,70,71.5,64,16.5,1290
0.956147,71.75,40.25,71.75,32.25,72,51,70,70.75,64,21.75,1456.5
0.957545,72,40,71,32,72,51,70,70,64,27,1623
0.958952,71.25,40.75,71,32.25,72.25,51,70,70.5,64,29.75,1916.5
0.960359,70.5,41.5,71,32.5,72.5,51,70,71,64,32.5,2210
0.961766,69.75,42.25,71,32.75,72.75,51,70,71.5,64,35.25,2503.5
0.963172,69,43,71,33,73,51,70,72,64,38,2797
0.964579,69.25,42.25,71,33,73,51,70.25,71.75,64,39.75,3149.25
0.965985,69.5,41.5,71,33,73,51,70.5,71.5,64,41.5,3501.5
0.967391,69.75,40.75,71,33,73,51,70.75,71.25,64,43.25,3853.75
0.968798,70,40,71,33,73,51,71,71,64,45,4206
0.970277,70,40,71,32.75,73.5,51.25,71.25,70.75,64.25,46,4119.25
0.971756,70,40,71,32.5,74,51.5,71.5,70.5,64.5,47,4032.5
0.973235,70,40,71,32.25,74.5,51.75,71.75,70.25,64.75,48,3945.75
0.974714,70,40,71,32,75,52,72,70,65,49,3859
0.976174,70,40,71.25,32,74.25,51.5,71.75,70,64.75,50,2912.25
0.977635,70,40,71.5,32,73.5,51,71.5,70,64.5,51,1965.5
0.979096,70,40,71.75,32,72.75,50.5,71.25,70,64.25,52,1018.75
0.980557,70,40,72,32,72,50,71,70,64,53,72
0.983127,70.25,40.25,71.5,32.25,72.25,50,71.25,70.5,65,54,-1037
0.985697,70.5,40.5,71,32.5,72.5,50,71.5,71,66,55,-2146
0.988267,70.75,40.75,70.5,32.75,72.75,50,71.75,71.5,67,56,-3255
0.990837,71,41,70,33,73,50,72,72,68,57,-4364
0.992261,71,41.25,70.25,33.5,73.25,50.25,72.25,71.75,67,57.75,-4006.25
0.993686,71,41.5,70.5,34,73.5,50.5,72.5,71.5,66,58.5,-3648.5
