"position","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
0.018729,225.75,19,27.875,2.125,41.25,15.125,28.125,31,25.25,19.375,15
0.019297,233,19,28,2,41,15,28,31,25,19,15
0.019859,245.25,19,27.875,2.125,40.625,15.375,28.625,31.25,25.375,19.125,15.625
0.02042,257.5,19,27.75,2.25,40.25,15.75,29.25,31.5,25.75,19.25,16.25
0.020981,269.75,19,27.625,2.375,39.875,16.125,29.875,31.75,26.125,19.375,16.875
0.021542,282,19,27.5,2.5,39.5,16.5,30.5,32,26.5,19.5,17.5
0.022103,294.25,19,27.375,2.625,39.125,16.875,31.125,32.25,26.875,19.625,18.125
0.022665,306.5,19,27.25,2.75,38.75,17.25,31.75,32.5,27.25,19.75,18.75
0.023227,318.75,19,27.125,2.875,38.375,17.625,32.375,32.75,27.625,19.875,19.375
0.023788,331,19,27,3,38,18,33,33,28,20,20
0.024478,351.75,19.5,26.875,2.875,38.25,17.25,32.5,32.875,27.875,19.875,19.5
0.025168,372.5,20,26.75,2.75,38.5,16.5,32,32.75,27.75,19.75,19
0.025857,393.25,20.5,26.625,2.625,38.75,15.75,31.5,32.625,27.625,19.625,18.5
0.026547,414,21,26.5,2.5,39,15,31,32.5,27.5,19.5,18
0.027237,434.75,21.5,26.375,2.375,39.25,14.25,30.5,32.375,27.375,19.375,17.5
0.027926,455.5,22,26.25,2.25,39.5,13.5,30,32.25,27.25,19.25,17
0.028616,476.25,22.5,26.125,2.125,39.75,12.75,29.5,32.125,27.125,19.125,16.5
0.029306,497,23,26,2,40,12,29,32,27,19,16
0.03005,536.25,22.875,26.25,2.125,40.25,12.375,29.25,32.125,27,19.25,16.25
0.030794,575.5,22.75,26.5,2.25,40.5,12.75,29.5,32.25,27,19.5,16.5
0.031538,614.75,22.625,26.75,2.375,40.75,13.125,29.75,32.375,27,19.75,16.75
0.032282,654,22.5,27,2.5,41,13.5,30,32.5,27,20,17
0.033026,693.25,22.375,27.25,2.625,41.25,13.875,30.25,32.625,27,20.25,17.25
0.03377,732.5,22.25,27.5,2.75,41.5,14.25,30.5,32.75,27,20.5,17.5
0.034514,771.75,22.125,27.75,2.875,41.75,14.625,30.75,32.875,27,20.75,17.75
0.035258,811,22,28,3,42,15,31,33,27,21,18
0.036069,892.625,22.125,28.125,2.875,42,14.75,30.875,33.125,27.25,21.375,17.75
0.036881,974.25,22.25,28.25,2.75,42,14.5,30.75,33.25,27.5,21.75,17.5
0.037692,1055.875,22.375,28.375,2.625,42,14.25,30.625,33.375,27.75,22.125,17.25
0.038504,1137.5,22.5,28.5,2.5,42,14,30.5,33.5,28,22.5,17
0.039316,1219.125,22.625,28.625,2.375,42,13.75,30.375,33.625,28.25,22.875,16.75
0.040127,1300.75,22.75,28.75,2.25,42,13.5,30.25,33.75,28.5,23.25,16.5
0.040939,1382.375,22.875,28.875,2.125,42,13.25,30.125,33.875,28.75,23.625,16.25
0.04175,1464,23,29,2,42,13,30,34,29,24,16
0.04256,1613.125,23.375,29.125,2.25,42.25,13.875,29.25,33.875,28.375,23.875,15.625
0.043369,1762.25,23.75,29.25,2.5,42.5,14.75,28.5,33.75,27.75,23.75,15.25
0.044178,1911.375,24.125,29.375,2.75,42.75,15.625,27.75,33.625,27.125,23.625,14.875
0.044987,2060.5,24.5,29.5,3,43,16.5,27,33.5,26.5,23.5,14.5
0.045797,2209.625,24.875,29.625,3.25,43.25,17.375,26.25,33.375,25.875,23.375,14.125
0.046606,2358.75,25.25,29.75,3.5,43.5,18.25,25.5,33.25,25.25,23.25,13.75
0.047415,2507.875,25.625,29.875,3.75,43.75,19.125,24.75,33.125,24.625,23.125,13.375
0.048224,2657,26,30,4,44,20,24,33,24,23,13
0.049031,2833.125,26.5,29.75,4.125,43.75,19.625,24.875,32.625,24.5,22.75,13.625
0.049838,3009.25,27,29.5,4.25,43.5,19.25,25.75,32.25,25,22.5,14.25
0.050645,3185.375,27.5,29.25,4.375,43.25,18.875,26.625,31.875,25.5,22.25,14.875
0.051452,3361.5,28,29,4.5,43,18.5,27.5,31.5,26,22,15.5
0.05226,3537.625,28.5,28.75,4.625,42.75,18.125,28.375,31.125,26.5,21.75,16.125
0.053067,3713.75,29,28.5,4.75,42.5,17.75,29.25,30.75,27,21.5,16.75
0.053874,3889.875,29.5,28.25,4.875,42.25,17.375,30.125,30.375,27.5,21.25,17.375
0.054681,4066,30,28,5,42,17,31,30,28,21,18
0.055488,3976.25,30.5,28.375,4.75,42.125,16.75,30.75,30.125,27.875,21,17.875
0.056295,3886.5,31,28.75,4.5,42.25,16.5,30.5,30.25,27.75,21,17.75
0.057102,3796.75,31.5,29.125,4.25,42.375,16.25,30.25,30.375,27.625,21,17.625
0.057909,3707,32,29.5,4,42.5,16,30,30.5,27.5,21,17.5
0.058716,3617.25,32.5,29.875,3.75,42.625,15.75,29.75,30.625,27.375,21,17.375
0.059523,3527.5,33,30.25,3.5,42.75,15.5,29.5,30.75,27.25,21,17.25
0.06033,3437.75,33.5,30.625,3.25,42.875,15.25,29.25,30.875,27.125,21,17.125
0.061137,3348,34,31,3,43,15,29,31,27,21,17
0.061944,2811.625,34.5,31,3.375,42.875,15.125,29,30.875,26.875,20.875,17
0.062751,2275.25,35,31,3.75,42.75,15.25,29,30.75,26.75,20.75,17
0.063558,1738.875,35.5,31,4.125,42.625,15.375,29,30.625,26.625,20.625,17
0.064365,1202.5,36,31,4.5,42.5,15.5,29,30.5,26.5,20.5,17
0.065172,666.125,36.5,31,4.875,42.375,15.625,29,30.375,26.375,20.375,17
0.065979,129.75,37,31,5.25,42.25,15.75,29,30.25,26.25,20.25,17
0.066786,-406.625,37.5,31,5.625,42.125,15.875,29,30.125,26.125,20.125,17
0.067594,-943,38,31,6,42,16,29,30,26,20,17
0.068401,-1317.75,38.5,31,5.75,41.75,16,29.375,30.125,26,20.125,17
0.069208,-1692.5,39,31,5.5,41.5,16,29.75,30.25,26,20.25,17
0.070015,-2067.25,39.5,31,5.25,41.25,16,30.125,30.375,26,20.375,17
0.070822,-2442,40,31,5,41,16,30.5,30.5,26,20.5,17
0.071629,-2816.75,40.5,31,4.75,40.75,16,30.875,30.625,26,20.625,17
0.072436,-3191.5,41,31,4.5,40.5,16,31.25,30.75,26,20.75,17
0.073243,-3566.25,41.5,31,4.25,40.25,16,31.625,30.875,26,20.875,17
0.07405,-3941,42,31,4,40,16,32,31,26,21,17
0.075646,-3682.75,45,30.75,4,40.125,15.875,31.625,31.75,26.375,20.875,17.125
0.077242,-3424.5,48,30.5,4,40.25,15.75,31.25,32.5,26.75,20.75,17.25
0.078838,-3166.25,51,30.25,4,40.375,15.625,30.875,33.25,27.125,20.625,17.375
0.080434,-2908,54,30,4,40.5,15.5,30.5,34,27.5,20.5,17.5
0.08203,-2649.75,57,29.75,4,40.625,15.375,30.125,34.75,27.875,20.375,17.625
0.083626,-2391.5,60,29.5,4,40.75,15.25,29.75,35.5,28.25,20.25,17.75
0.085222,-2133.25,63,29.25,4,40.875,15.125,29.375,36.25,28.625,20.125,17.875
0.086818,-1875,66,29,4,41,15,29,37,29,20,18
0.087621,-1763.5,68.625,29.375,3.875,41.125,15,29,36.125,28.625,20.125,18.125
0.088424,-1652,71.25,29.75,3.75,41.25,15,29,35.25,28.25,20.25,18.25
0.089227,-1540.5,73.875,30.125,3.625,41.375,15,29,34.375,27.875,20.375,18.375
0.090029,-1429,76.5,30.5,3.5,41.5,15,29,33.5,27.5,20.5,18.5
0.090831,-1317.5,79.125,30.875,3.375,41.625,15,29,32.625,27.125,20.625,18.625
0.091634,-1206,81.75,31.25,3.25,41.75,15,29,31.75,26.75,20.75,18.75
0.092437,-1094.5,84.375,31.625,3.125,41.875,15,29,30.875,26.375,20.875,18.875
0.093239,-983,87,32,3,42,15,29,30,26,21,19
0.094037,-924.875,90.875,31.75,3.375,42,15.25,29,30.375,26,21,18.75
0.094835,-866.75,94.75,31.5,3.75,42,15.5,29,30.75,26,21,18.5
0.095633,-808.625,98.625,31.25,4.125,42,15.75,29,31.125,26,21,18.25
0.096431,-750.5,102.5,31,4.5,42,16,29,31.5,26,21,18
0.097229,-692.375,106.375,30.75,4.875,42,16.25,29,31.875,26,21,17.75
0.098027,-634.25,110.25,30.5,5.25,42,16.5,29,32.25,26,21,17.5
0.098825,-576.125,114.125,30.25,5.625,42,16.75,29,32.625,26,21,17.25
0.099623,-518,118,30,6,42,17,29,33,26,21,17
0.100418,-472,135.25,30.625,5.875,41.625,16.5,29.25,33,26.25,21,17
0.101214,-426,152.5,31.25,5.75,41.25,16,29.5,33,26.5,21,17
0.10201,-380,169.75,31.875,5.625,40.875,15.5,29.75,33,26.75,21,17
0.102806,-334,187,32.5,5.5,40.5,15,30,33,27,21,17
0.103602,-288,204.25,33.125,5.375,40.125,14.5,30.25,33,27.25,21,17
0.104398,-242,221.5,33.75,5.25,39.75,14,30.5,33,27.5,21,17
0.105193,-196,238.75,34.375,5.125,39.375,13.5,30.75,33,27.75,21,17
0.105989,-150,256,35,5,39,13,31,33,28,21,17
0.106787,-142.125,275.125,34.5,4.75,39.125,12.875,30.625,32.625,28.125,20.75,17
0.107585,-134.25,294.25,34,4.5,39.25,12.75,30.25,32.25,28.25,20.5,17
0.108383,-126.375,313.375,33.5,4.25,39.375,12.625,29.875,31.875,28.375,20.25,17
0.109181,-118.5,332.5,33,4,39.5,12.5,29.5,31.5,28.5,20,17
0.109979,-110.625,351.625,32.5,3.75,39.625,12.375,29.125,31.125,28.625,19.75,17
0.110777,-102.75,370.75,32,3.5,39.75,12.25,28.75,30.75,28.75,19.5,17
0.111575,-94.875,389.875,31.5,3.25,39.875,12.125,28.375,30.375,28.875,19.25,17
0.112373,-87,409,31,3,40,12,28,30,29,19,17
0.113167,-81.375,443.875,31.25,3.25,40.25,12.625,27.875,30.625,28.875,19.25,16.75
0.11396,-75.75,478.75,31.5,3.5,40.5,13.25,27.75,31.25,28.75,19.5,16.5
0.114754,-70.125,513.625,31.75,3.75,40.75,13.875,27.625,31.875,28.625,19.75,16.25
0.115547,-64.5,548.5,32,4,41,14.5,27.5,32.5,28.5,20,16
0.11634,-58.875,583.375,32.25,4.25,41.25,15.125,27.375,33.125,28.375,20.25,15.75
0.117134,-53.25,618.25,32.5,4.5,41.5,15.75,27.25,33.75,28.25,20.5,15.5
0.117927,-47.625,653.125,32.75,4.75,41.75,16.375,27.125,34.375,28.125,20.75,15.25
0.118721,-42,688,33,5,42,17,27,35,28,21,15
0.119514,-38.875,753.875,33.25,5,42,16.625,27.125,34.5,27.875,21.5,15.125
0.120308,-35.75,819.75,33.5,5,42,16.25,27.25,34,27.75,22,15.25
0.121102,-32.625,885.625,33.75,5,42,15.875,27.375,33.5,27.625,22.5,15.375
0.121895,-29.5,951.5,34,5,42,15.5,27.5,33,27.5,23,15.5
0.122689,-26.375,1017.375,34.25,5,42,15.125,27.625,32.5,27.375,23.5,15.625
0.123482,-23.25,1083.25,34.5,5,42,14.75,27.75,32,27.25,24,15.75
0.124276,-20.125,1149.125,34.75,5,42,14.375,27.875,31.5,27.125,24.5,15.875
0.12507,-17,1215,35,5,42,14,28,31,27,25,16
0.125863,-15.125,1333.125,35.375,4.75,42,13.875,28.125,31.5,26.75,24.375,16
0.126657,-13.25,1451.25,35.75,4.5,42,13.75,28.25,32,26.5,23.75,16
0.12745,-11.375,1569.375,36.125,4.25,42,13.625,28.375,32.5,26.25,23.125,16
0.128244,-9.5,1687.5,36.5,4,42,13.5,28.5,33,26,22.5,16
0.129037,-7.625,1805.625,36.875,3.75,42,13.375,28.625,33.5,25.75,21.875,16
0.129831,-5.75,1923.75,37.25,3.5,42,13.25,28.75,34,25.5,21.25,16
0.130625,-3.875,2041.875,37.625,3.25,42,13.125,28.875,34.5,25.25,20.625,16
0.131418,-2,2160,38,3,42,13,29,35,25,20,16
0.132207,-1,2326.25,38.375,3.125,42,13.375,29.125,34.625,25.25,20,16.125
0.132996,0,2492.5,38.75,3.25,42,13.75,29.25,34.25,25.5,20,16.25
0.133785,1,2658.75,39.125,3.375,42,14.125,29.375,33.875,25.75,20,16.375
0.134574,2,2825,39.5,3.5,42,14.5,29.5,33.5,26,20,16.5
0.135363,3,2991.25,39.875,3.625,42,14.875,29.625,33.125,26.25,20,16.625
0.136152,4,3157.5,40.25,3.75,42,15.25,29.75,32.75,26.5,20,16.75
0.136941,5,3323.75,40.625,3.875,42,15.625,29.875,32.375,26.75,20,16.875
0.13773,6,3490,41,4,42,16,30,32,27,20,17
0.138519,7.125,3520.875,41.5,4,41.5,15.625,30,32.25,27.125,20.125,17.375
0.139308,8.25,3551.75,42,4,41,15.25,30,32.5,27.25,20.25,17.75
0.140097,9.375,3582.625,42.5,4,40.5,14.875,30,32.75,27.375,20.375,18.125
0.140886,10.5,3613.5,43,4,40,14.5,30,33,27.5,20.5,18.5
0.141675,11.625,3644.375,43.5,4,39.5,14.125,30,33.25,27.625,20.625,18.875
0.142464,12.75,3675.25,44,4,39,13.75,30,33.5,27.75,20.75,19.25
0.143253,13.875,3706.125,44.5,4,38.5,13.375,30,33.75,27.875,20.875,19.625
0.144042,15,3737,45,4,38,13,30,34,28,21,20
0.144826,15.5,3336.25,45.375,4.5,38.375,13.375,29.875,33.5,27.875,21,19.625
0.145611,16,2935.5,45.75,5,38.75,13.75,29.75,33,27.75,21,19.25
0.146396,16.5,2534.75,46.125,5.5,39.125,14.125,29.625,32.5,27.625,21,18.875
0.14718,17,2134,46.5,6,39.5,14.5,29.5,32,27.5,21,18.5
0.147964,17.5,1733.25,46.875,6.5,39.875,14.875,29.375,31.5,27.375,21,18.125
0.148749,18,1332.5,47.25,7,40.25,15.25,29.25,31,27.25,21,17.75
0.149533,18.5,931.75,47.625,7.5,40.625,15.625,29.125,30.5,27.125,21,17.375
0.150318,19,531,48,8,41,16,29,30,27,21,17
0.151103,19.5,42.375,48.5,7.75,40.625,15.875,29,30.25,26.5,21.125,17
0.151887,20,-446.25,49,7.5,40.25,15.75,29,30.5,26,21.25,17
0.152672,20.5,-934.875,49.5,7.25,39.875,15.625,29,30.75,25.5,21.375,17
0.153456,21,-1423.5,50,7,39.5,15.5,29,31,25,21.5,17
0.154241,21.5,-1912.125,50.5,6.75,39.125,15.375,29,31.25,24.5,21.625,17
0.155025,22,-2400.75,51,6.5,38.75,15.25,29,31.5,24,21.75,17
0.155809,22.5,-2889.375,51.5,6.25,38.375,15.125,29,31.75,23.5,21.875,17
0.156594,23,-3378,52,6,38,15,29,32,23,22,17
0.157374,22.875,-3440.125,52.875,6.125,38.5,14.875,29.25,32.375,23.125,21.75,16.875
0.158154,22.75,-3502.25,53.75,6.25,39,14.75,29.5,32.75,23.25,21.5,16.75
0.158934,22.625,-3564.375,54.625,6.375,39.5,14.625,29.75,33.125,23.375,21.25,16.625
0.159714,22.5,-3626.5,55.5,6.5,40,14.5,30,33.5,23.5,21,16.5
0.160494,22.375,-3688.625,56.375,6.625,40.5,14.375,30.25,33.875,23.625,20.75,16.375
0.161274,22.25,-3750.75,57.25,6.75,41,14.25,30.5,34.25,23.75,20.5,16.25
0.162054,22.125,-3812.875,58.125,6.875,41.5,14.125,30.75,34.625,23.875,20.25,16.125
0.162834,22,-3875,59,7,42,14,31,35,24,20,16
0.163614,22.25,-3701.625,60.5,6.875,41.75,14.5,31.125,34.5,24.375,20.25,16
0.164394,22.5,-3528.25,62,6.75,41.5,15,31.25,34,24.75,20.5,16
0.165174,22.75,-3354.875,63.5,6.625,41.25,15.5,31.375,33.5,25.125,20.75,16
0.165954,23,-3181.5,65,6.5,41,16,31.5,33,25.5,21,16
0.166734,23.25,-3008.125,66.5,6.375,40.75,16.5,31.625,32.5,25.875,21.25,16
0.167514,23.5,-2834.75,68,6.25,40.5,17,31.75,32,26.25,21.5,16
0.168294,23.75,-2661.375,69.5,6.125,40.25,17.5,31.875,31.5,26.625,21.75,16
0.169074,24,-2488,71,6,40,18,32,31,27,22,16
0.169854,24.5,-2342,72.625,5.875,40.25,18,32.25,31.375,27,22.125,16
0.170634,25,-2196,74.25,5.75,40.5,18,32.5,31.75,27,22.25,16
0.171414,25.5,-2050,75.875,5.625,40.75,18,32.75,32.125,27,22.375,16
0.172194,26,-1904,77.5,5.5,41,18,33,32.5,27,22.5,16
0.172974,26.5,-1758,79.125,5.375,41.25,18,33.25,32.875,27,22.625,16
0.173754,27,-1612,80.75,5.25,41.5,18,33.5,33.25,27,22.75,16
0.174534,27.5,-1466,82.375,5.125,41.75,18,33.75,33.625,27,22.875,16
0.175314,28,-1320,84,5,42,18,34,34,27,23,16
0.17609,27.75,-1243.875,86.875,5.125,41.875,17.625,33,33.625,26.625,22.625,16.25
0.176865,27.5,-1167.75,89.75,5.25,41.75,17.25,32,33.25,26.25,22.25,16.5
0.17764,27.25,-1091.625,92.625,5.375,41.625,16.875,31,32.875,25.875,21.875,16.75
0.178416,27,-1015.5,95.5,5.5,41.5,16.5,30,32.5,25.5,21.5,17
0.179192,26.75,-939.375,98.375,5.625,41.375,16.125,29,32.125,25.125,21.125,17.25
0.179967,26.5,-863.25,101.25,5.75,41.25,15.75,28,31.75,24.75,20.75,17.5
0.180743,26.25,-787.125,104.125,5.875,41.125,15.375,27,31.375,24.375,20.375,17.75
0.181518,26,-711,107,6,41,15,26,31,24,20,18
0.182293,26,-671.375,111.375,5.875,41,15.125,26.375,31.375,24.25,20,17.75
0.183069,26,-631.75,115.75,5.75,41,15.25,26.75,31.75,24.5,20,17.5
0.183845,26,-592.125,120.125,5.625,41,15.375,27.125,32.125,24.75,20,17.25
0.18462,26,-552.5,124.5,5.5,41,15.5,27.5,32.5,25,20,17
0.185395,26,-512.875,128.875,5.375,41,15.625,27.875,32.875,25.25,20,16.75
0.186171,26,-473.25,133.25,5.25,41,15.75,28.25,33.25,25.5,20,16.5
0.186947,26,-433.625,137.625,5.125,41,15.875,28.625,33.625,25.75,20,16.25
0.187722,26,-394,142,5,41,16,29,34,26,20,16
0.188497,26.625,-373.5,150.25,5.25,40.875,16.25,28.75,33.625,26.125,20.25,16
0.189273,27.25,-353,158.5,5.5,40.75,16.5,28.5,33.25,26.25,20.5,16
0.190049,27.875,-332.5,166.75,5.75,40.625,16.75,28.25,32.875,26.375,20.75,16
0.190824,28.5,-312,175,6,40.5,17,28,32.5,26.5,21,16
0.191599,29.125,-291.5,183.25,6.25,40.375,17.25,27.75,32.125,26.625,21.25,16
0.192375,29.75,-271,191.5,6.5,40.25,17.5,27.5,31.75,26.75,21.5,16
0.193151,30.375,-250.5,199.75,6.75,40.125,17.75,27.25,31.375,26.875,21.75,16
0.193926,31,-230,208,7,40,18,27,31,27,22,16
0.194701,30.75,-218.875,220.375,6.875,40.25,17.625,27.5,31.25,27.125,21.875,16.375
0.195476,30.5,-207.75,232.75,6.75,40.5,17.25,28,31.5,27.25,21.75,16.75
0.196252,30.25,-196.625,245.125,6.625,40.75,16.875,28.5,31.75,27.375,21.625,17.125
0.197027,30,-185.5,257.5,6.5,41,16.5,29,32,27.5,21.5,17.5
0.197802,29.75,-174.375,269.875,6.375,41.25,16.125,29.5,32.25,27.625,21.375,17.875
0.198578,29.5,-163.25,282.25,6.25,41.5,15.75,30,32.5,27.75,21.25,18.25
0.199354,29.25,-152.125,294.625,6.125,41.75,15.375,30.5,32.75,27.875,21.125,18.625
0.200129,29,-141,307,6,42,15,31,33,28,21,19
0.2009,29.125,-134.5,329.125,6.5,41.5,15.5,31,33,28.125,21.375,18.375
0.201671,29.25,-128,351.25,7,41,16,31,33,28.25,21.75,17.75
0.202442,29.375,-121.5,373.375,7.5,40.5,16.5,31,33,28.375,22.125,17.125
0.203213,29.5,-115,395.5,8,40,17,31,33,28.5,22.5,16.5
0.203984,29.625,-108.5,417.625,8.5,39.5,17.5,31,33,28.625,22.875,15.875
0.204755,29.75,-102,439.75,9,39,18,31,33,28.75,23.25,15.25
0.205526,29.875,-95.5,461.875,9.5,38.5,18.5,31,33,28.875,23.625,14.625
0.206297,30,-89,484,10,38,19,31,33,29,24,14
0.207068,29.75,-85.75,524.25,10.125,38.5,18.5,30.75,33,28.875,23.75,14.5
0.207839,29.5,-82.5,564.5,10.25,39,18,30.5,33,28.75,23.5,15
0.20861,29.25,-79.25,604.75,10.375,39.5,17.5,30.25,33,28.625,23.25,15.5
0.209381,29,-76,645,10.5,40,17,30,33,28.5,23,16
0.210152,28.75,-72.75,685.25,10.625,40.5,16.5,29.75,33,28.375,22.75,16.5
0.210923,28.5,-69.5,725.5,10.75,41,16,29.5,33,28.25,22.5,17
0.211694,28.25,-66.25,765.75,10.875,41.5,15.5,29.25,33,28.125,22.25,17.5
0.212465,28,-63,806,11,42,15,29,33,28,22,18
0.213231,28.25,-60,880.375,11.125,41.875,15,29.5,32.875,27.5,22,17.75
0.213998,28.5,-57,954.75,11.25,41.75,15,30,32.75,27,22,17.5
0.214764,28.75,-54,1029.125,11.375,41.625,15,30.5,32.625,26.5,22,17.25
0.215531,29,-51,1103.5,11.5,41.5,15,31,32.5,26,22,17
0.216298,29.25,-48,1177.875,11.625,41.375,15,31.5,32.375,25.5,22,16.75
0.217064,29.5,-45,1252.25,11.75,41.25,15,32,32.25,25,22,16.5
0.217831,29.75,-42,1326.625,11.875,41.125,15,32.5,32.125,24.5,22,16.25
0.218597,30,-39,1401,12,41,15,33,32,24,22,16
0.219368,29.75,-38,1529.5,12.125,41,15.375,32.5,32,24.125,21.875,16.25
0.220139,29.5,-37,1658,12.25,41,15.75,32,32,24.25,21.75,16.5
0.22091,29.25,-36,1786.5,12.375,41,16.125,31.5,32,24.375,21.625,16.75
0.221681,29,-35,1915,12.5,41,16.5,31,32,24.5,21.5,17
0.222452,28.75,-34,2043.5,12.625,41,16.875,30.5,32,24.625,21.375,17.25
0.223223,28.5,-33,2172,12.75,41,17.25,30,32,24.75,21.25,17.5
0.223994,28.25,-32,2300.5,12.875,41,17.625,29.5,32,24.875,21.125,17.75
0.224765,28,-31,2429,13,41,18,29,32,25,21,18
0.225536,28.125,-29.375,2584.375,13.375,41.125,17.75,28.75,32.375,25.125,21.125,18.25
0.226307,28.25,-27.75,2739.75,13.75,41.25,17.5,28.5,32.75,25.25,21.25,18.5
0.227078,28.375,-26.125,2895.125,14.125,41.375,17.25,28.25,33.125,25.375,21.375,18.75
0.227849,28.5,-24.5,3050.5,14.5,41.5,17,28,33.5,25.5,21.5,19
0.22862,28.625,-22.875,3205.875,14.875,41.625,16.75,27.75,33.875,25.625,21.625,19.25
0.229391,28.75,-21.25,3361.25,15.25,41.75,16.5,27.5,34.25,25.75,21.75,19.5
0.230162,28.875,-19.625,3516.625,15.625,41.875,16.25,27.25,34.625,25.875,21.875,19.75
0.230933,29,-18,3672,16,42,16,27,35,26,22,20
0.231699,29.25,-17.25,3629.625,16.375,42,15.5,27.25,34.75,26.25,22,19.625
0.232465,29.5,-16.5,3587.25,16.75,42,15,27.5,34.5,26.5,22,19.25
0.233232,29.75,-15.75,3544.875,17.125,42,14.5,27.75,34.25,26.75,22,18.875
0.233998,30,-15,3502.5,17.5,42,14,28,34,27,22,18.5
0.234764,30.25,-14.25,3460.125,17.875,42,13.5,28.25,33.75,27.25,22,18.125
0.235531,30.5,-13.5,3417.75,18.25,42,13,28.5,33.5,27.5,22,17.75
0.236297,30.75,-12.75,3375.375,18.625,42,12.5,28.75,33.25,27.75,22,17.375
0.237064,31,-12,3333,19,42,12,29,33,28,22,17
0.237831,30.875,-11.625,2885.125,19.625,42.125,12.625,28.75,33,27.75,21.875,17
0.238597,30.75,-11.25,2437.25,20.25,42.25,13.25,28.5,33,27.5,21.75,17
0.239364,30.625,-10.875,1989.375,20.875,42.375,13.875,28.25,33,27.25,21.625,17
0.24013,30.5,-10.5,1541.5,21.5,42.5,14.5,28,33,27,21.5,17
